"Date","Hour ID","Hour Label","Advertiser ID","Advertiser Label","Campaign ID","Campaign Label","Creative ID","Creative Label","Impressions Analyzed (unfiltered)","Impressions Analyzed (filtered for GIVT)","Impressions Analyzed","Human and Viewable Rate","Human and AVOC Rate","Human, Audible & Fully On-Screen for Half of Duration (15 sec. cap) Rate","Averaged Ad Length (sec)","% of Video Played In-View","In-View Time (sec)","Exposure Time (sec)","Reached Complete Rate","Completion Quality"
"2017-02-28","19","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12686","12194","12164","92.36%","29.77%","43.76%","15.06","62.51%","9.42","101869.05","34.91%","85.27%"
"2017-02-28","23","","7313193630","Pantene","755691589","Pantene - 3MM Selena+Tag - Feb17","150366603992","Nuevo acondicionador 3 Minutes Miracle de Pantene","12545","12176","12153","90.17%","24.13%","29.30%","25.04","48.75%","12.23","130405.03","30.74%","78.51%"
"2017-02-21","11","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12773","12164","12136","91.50%","28.19%","43.88%","15.06","61.71%","9.23","99677.75","33.42%","84.34%"
"2017-02-02","07","","3135035627","Oral B","743860470","Oral B - 3DW Concierto - Feb17","170597209600","Oral B 3D White","12134","12134","12134","93.99%","30.16%","44.61%","15.14","61.74%","9.16","99838.64","33.61%","89.74%"
"2017-02-03","17","","1162470087","Head & Shoulders","743453467","H&S_Surprise_Feb17","154289662443","Prueba el nuevo H&S 3 Action","12130","12130","12130","90.25%","25.58%","35.65%","20.07","54.10%","10.68","113018.42","31.59%","80.97%"
"2017-02-26","18","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12606","12150","12116","92.08%","27.73%","41.21%","15.05","61.14%","9.23","100173.89","32.77%","84.60%"
"2017-02-08","18","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","12909","12391","12107","87.84%","27.43%","38.77%","15.06","60.15%","9.04","91705.51","35.61%","77.02%"
"2017-02-26","16","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12660","12137","12096","92.56%","27.50%","41.67%","15.07","61.03%","9.13","98767.88","31.98%","86.00%"
"2017-02-07","21","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","12668","12169","12086","88.87%","26.12%","37.77%","15.05","59.64%","8.95","91679.1","33.73%","77.43%"
"2017-02-26","10","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12601","12108","12079","93.26%","29.69%","44.08%","15.05","62.13%","9.31","100772.47","33.12%","89.65%"
"2017-02-24","12","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12462","12111","12074","91.29%","29.42%","42.83%","15.05","62.36%","9.32","99847.9","34.99%","84.07%"
"2017-02-22","17","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12516","12079","12050","90.02%","27.19%","40.49%","15.04","60.55%","9.13","95743.65","34.04%","79.86%"
"2017-02-25","18","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12494","12063","12025","92.12%","29.32%","43.34%","15.05","62.18%","9.36","100840.06","34.01%","86.22%"
"2017-02-26","15","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12702","12075","12021","91.99%","27.91%","43.50%","15.06","61.60%","9.22","99083.97","32.52%","85.81%"
"2017-02-01","23","","112232052","Downy","743824032","Downy_Freshly Dressed_Feb17","167943633001","Downy libre enjuague","12563","12030","11982","90.77%","26.23%","34.55%","18.72","55.58%","10.3","107199.2","31.94%","82.12%"
"2017-02-21","13","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12474","11993","11954","89.13%","27.23%","42.63%","15.05","61.58%","9.18","95204.08","34.86%","78.09%"
"2017-02-01","20","","195605731","Ace","743518472","Ace - NSP Menjurje - Feb17","161113984266","Máxima blancura solo con Ace","12322","12022","11907","92.63%","26.19%","33.94%","30.02","49.44%","14.75","155342.56","30.04%","87.18%"
"2017-02-03","10","","2192726405","Ace","743518472","Ace - NSP Menjurje - Feb17","161113984266","Máxima blancura solo con Ace","11890","11890","11890","92.54%","25.30%","37.37%","30.04","50.24%","14.81","156571.5","28.72%","88.09%"
"2017-02-25","16","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12354","11919","11889","92.15%","29.07%","43.59%","15.08","61.88%","9.23","97933.91","33.49%","86.80%"
"2017-02-21","18","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12413","11878","11856","90.63%","27.54%","41.99%","15.06","61.19%","9.14","95489.09","33.98%","81.03%"
"2017-02-25","19","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12263","11881","11853","92.55%","30.31%","43.23%","15.06","62.60%","9.43","100538.5","35.12%","86.31%"
"2017-02-26","19","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12182","11755","11717","92.33%","27.19%","41.45%","15.05","60.67%","9.16","96356.65","31.96%","85.06%"
"2017-02-27","17","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12292","11748","11709","90.38%","28.55%","42.65%","15.06","62.33%","9.4","96544.08","34.95%","81.69%"
"2017-02-01","21","","131904867","Pantene","743864079","Pantene - 3MM Selena - Feb17","166967409834","Nuevo acondicionador 3 Minutes Miracle de Pantene","12162","11783","11682","90.68%","22.98%","28.68%","30.11","45.31%","13.51","136606.17","28.24%","81.36%"
"2017-02-02","09","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","11675","11675","11675","90.74%","35.84%","48.72%","15.08","65.26%","9.65","98061.35","41.58%","86.18%"
"2017-02-11","11","","1162470087","Head & Shoulders","743453467","H&S_Surprise_Feb17","154289662443","Prueba el nuevo H&S 3 Action","12366","11681","11641","91.41%","28.52%","35.70%","20.06","54.94%","10.98","113304.55","34.14%","83.55%"
"2017-02-24","09","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11997","11674","11641","91.95%","28.81%","42.38%","15.03","62.31%","9.26","96560.38","33.93%","84.90%"
"2017-02-25","20","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12036","11662","11635","92.40%","29.21%","42.62%","15.06","61.86%","9.34","97598.25","34.18%","85.44%"
"2017-02-25","15","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12068","11642","11618","92.88%","28.93%","43.62%","15.06","62.01%","9.28","97411.93","33.42%","86.57%"
"2017-02-01","17","","139854375","Ariel","743523536","Ariel_Reto del ahorro_Feb17","153830640701","Reto del ahorro Ariel","11791","11772","11609","88.39%","26.99%","33.28%","21.81","53.83%","11.67","115708.19","34.74%","77.70%"
"2017-02-22","20","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11982","11631","11609","92.13%","27.32%","41.00%","15.04","61.09%","9.2","95812.5","32.47%","84.16%"
"2017-02-01","19","","131904867","Pantene","743864079","Pantene - 3MM Selena - Feb17","166967409834","Nuevo acondicionador 3 Minutes Miracle de Pantene","11979","11631","11575","89.60%","22.12%","27.34%","30.11","44.75%","13.42","132732.97","28.28%","78.23%"
"2017-02-04","09","","1162470087","Head & Shoulders","743453467","H&S_Surprise_Feb17","154289662443","Prueba el nuevo H&S 3 Action","12319","11778","11570","92.95%","31.24%","38.05%","20.07","56.73%","11.35","117264.8","35.25%","88.64%"
"2017-02-20","14","","7313193630","Pantene","755691589","Pantene - 3MM Selena+Tag - Feb17","150366603992","Nuevo acondicionador 3 Minutes Miracle de Pantene","12215","11609","11562","89.16%","25.15%","31.65%","25.06","49.40%","12.41","123278.57","32.19%","78.14%"
"2017-02-28","09","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12197","11594","11558","92.34%","29.62%","44.26%","15.05","62.73%","9.46","98134.42","34.59%","85.64%"
"2017-02-22","19","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11927","11567","11534","91.63%","27.99%","41.57%","15.06","61.54%","9.29","95405.69","33.40%","83.81%"
"2017-02-25","21","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11891","11549","11528","92.15%","28.42%","41.37%","15.04","61.54%","9.26","95327.06","33.44%","84.99%"
"2017-02-24","18","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11804","11499","11467","91.23%","27.50%","41.54%","15.04","61.30%","9.21","94013.04","33.34%","82.47%"
"2017-02-27","13","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","12145","11501","11465","91.37%","29.35%","43.91%","15.06","62.65%","9.47","96431.91","34.44%","85.20%"
"2017-02-25","17","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11937","11482","11446","90.88%","28.23%","41.44%","15.05","61.03%","9.19","90576.03","33.24%","84.93%"
"2017-02-23","12","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11786","11460","11437","90.76%","30.37%","42.96%","15.04","62.80%","9.35","94463.04","36.55%","83.08%"
"2017-02-21","15","","7313193630","Pantene","755691589","Pantene - 3MM Selena+Tag - Feb17","150366603992","Nuevo acondicionador 3 Minutes Miracle de Pantene","11947","11460","11436","88.05%","25.44%","31.70%","25.06","49.91%","12.45","121327.53","33.26%","76.47%"
"2017-02-03","18","","1162470087","Head & Shoulders","743453467","H&S_Surprise_Feb17","154289662443","Prueba el nuevo H&S 3 Action","11431","11431","11431","91.33%","24.22%","35.38%","20.08","53.24%","10.52","105679.36","29.36%","82.51%"
"2017-02-03","09","","8916876391","Gillette","744262231","Gillette_Barza_Feb17","147214178592","Gillette Mach3 Turbo","11422","11422","11422","89.91%","35.67%","51.56%","15.94","65.86%","10.32","101923.7","41.57%","85.81%"
"2017-02-22","21","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11774","11417","11398","92.10%","26.37%","39.75%","15.04","60.32%","9.1","92512.16","31.56%","83.55%"
"2017-02-28","14","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11868","11393","11361","92.36%","27.66%","43.06%","15.05","61.85%","9.27","94991.52","32.43%","85.30%"
"2017-02-01","19","","195609543","Pampers","743862690","Pampers - Mileage - Feb17","166799189728","Pampers Mileage","12209","11443","11357","95.13%","30.20%","46.69%","15.12","62.59%","9.41","97896.62","32.64%","92.52%"
"2017-02-01","17","","112232052","Downy","743824032","Downy_Freshly Dressed_Feb17","167943633001","Downy libre enjuague","11604","11540","11340","91.58%","20.64%","28.10%","18.77","50.65%","9.46","94926.79","25.34%","81.48%"
"2017-02-08","19","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","11866","11392","11338","88.38%","29.33%","40.84%","15.06","61.47%","9.21","87906.86","37.46%","78.30%"
"2017-02-24","17","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11615","11338","11310","91.00%","28.18%","41.23%","15.13","61.33%","9.24","92808.96","34.20%","82.40%"
"2017-02-02","12","","7313193630","Pantene","743864079","Pantene - 3MM Selena - Feb17","166967409834","Nuevo acondicionador 3 Minutes Miracle de Pantene","11309","11309","11309","89.02%","26.31%","35.43%","30.14","49.72%","14.71","142311.54","32.12%","81.92%"
"2017-02-01","00","","131904867","Pantene","743865246","Pantene - Colossus - Feb17","159601437509","Nueva fórmula Pro-Vitaminas de Pantene","11772","11318","11284","91.64%","22.08%","28.24%","25.06","47.39%","11.81","117121.4","27.53%","80.20%"
"2017-02-28","21","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11703","11315","11273","92.10%","27.91%","41.25%","15.05","61.27%","9.25","93012.42","33.02%","84.52%"
"2017-02-23","11","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11639","11280","11251","91.11%","29.83%","42.77%","15.04","62.64%","9.4","93466.11","35.93%","83.02%"
"2017-02-01","18","","195609543","Pampers","743862690","Pampers - Mileage - Feb17","166799189728","Pampers Mileage","12214","11366","11237","93.95%","30.60%","46.89%","15.06","62.92%","9.39","94694.06","33.75%","90.67%"
"2017-02-11","10","","1162470087","Head & Shoulders","743453467","H&S_Surprise_Feb17","154289662443","Prueba el nuevo H&S 3 Action","11895","11247","11214","91.29%","29.90%","37.01%","20.06","56.01%","11.18","110776.26","35.59%","84.00%"
"2017-02-02","13","","2192726405","Ace","743518472","Ace - NSP Menjurje - Feb17","161113984266","Máxima blancura solo con Ace","11179","11179","11179","92.44%","25.89%","38.11%","30.06","50.50%","14.85","147016.74","29.52%","87.72%"
"2017-02-22","22","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11524","11186","11176","92.34%","27.11%","40.78%","15.06","60.87%","9.19","91933.21","32.54%","83.30%"
"2017-02-08","14","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","11545","11180","11045","89.34%","26.76%","38.24%","15.06","59.87%","8.95","84574.25","33.79%","79.18%"
"2017-02-24","20","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11320","11056","11035","91.98%","28.12%","41.95%","15.04","61.84%","9.31","91831.7","32.96%","85.31%"
"2017-02-26","20","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11455","11059","11033","91.91%","27.32%","41.19%","15.07","61.01%","9.22","90442.98","32.70%","83.55%"
"2017-02-24","19","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11334","11050","11022","91.78%","28.06%","41.62%","15.04","61.15%","9.1","88773.48","33.07%","84.86%"
"2017-02-01","21","","195605731","Ace","743518472","Ace - NSP Menjurje - Feb17","161113984266","Máxima blancura solo con Ace","11364","11050","10977","92.53%","25.04%","33.31%","30.03","48.88%","14.52","141146.5","28.81%","86.91%"
"2017-02-24","09","","8916876391","Gillette","759878604","Gillette_PB3_Feb17","171057537529","Gillette Prestobarba3","12250","11027","10972","87.71%","33.41%","44.17%","20.01","61.56%","12.25","113441.89","41.42%","80.67%"
"2017-02-02","09","","9155314220","Downy","743824032","Downy_Freshly Dressed_Feb17","167943633001","Downy libre enjuague","10951","10951","10951","89.28%","28.53%","39.54%","18.64","57.41%","10.5","97922.4","35.00%","81.51%"
"2017-02-02","08","","2192726405","Ace","743518472","Ace - NSP Menjurje - Feb17","161113984266","Máxima blancura solo con Ace","10880","10880","10880","94.04%","28.02%","39.00%","30.03","51.95%","15.21","148825.17","30.46%","92.02%"
"2017-02-27","15","","4006607397","Ayudín","755681911","Ayudin_Reto de la limpieza_Feb17","173746508360","Ayudín Líquido rinde x3","11427","10892","10849","90.88%","27.38%","41.50%","15.05","61.38%","9.24","88483.57","33.47%","81.82%"
"2017-02-02","01","","8916876391","Gillette","744262231","Gillette_Barza_Feb17","147214178592","Gillette Mach3 Turbo","10835","10835","10835","90.31%","28.84%","42.82%","15.88","61.94%","9.69","91898.46","35.14%","82.09%"
"2017-02-21","13","","7313193630","Pantene","755691589","Pantene - 3MM Selena+Tag - Feb17","150366603992","Nuevo acondicionador 3 Minutes Miracle de Pantene","11375","10835","10805","85.68%","26.40%","32.69%","25.06","51.26%","12.78","114871.16","37.05%","71.24%"
"2017-02-05","22","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","11400","10818","10769","89.27%","30.77%","41.88%","15.04","62.55%","9.4","86305.83","38.43%","80.07%"
"2017-02-04","10","","2192726405","Ace","743518472","Ace - NSP Menjurje - Feb17","161113984266","Máxima blancura solo con Ace","11472","10888","10755","93.19%","30.66%","38.38%","30.03","52.85%","15.76","150322.46","34.07%","89.99%"
"2017-02-06","16","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","11321","10870","10751","87.03%","31.68%","42.26%","15.06","63.11%","9.49","84305.76","40.67%","77.90%"
